Date,Product_ID,Product_Category,Region,Units_Sold,Price,Revenue
2023-05-24,1069,Electronics,North,10,421.41,4214.1
2024-01-23,1037,Home,West,3,349.9,1049.6999999999998
2023-04-22,1053,Electronics,North,6,236.97,1421.82
2023-10-28,1059,Sports,South,14,139.6,1954.3999999999999
2023-07-22,1076,Electronics,West,12,219.62,2635.44
2023-06-15,1076,Sports,North,8,143.96,1151.68
2022-06-08,1046,Toys,West,2,315.99,631.98
2023-11-12,1011,Toys,West,9,410.92,3698.28
2022-01-23,1052,Home,South,14,263.91,3694.7400000000002
2024-12-06,1032,Electronics,West,1,32.46,32.46
2023-06-09,1027,Sports,North,3,470.48,1411.44
2023-12-30,1002,Toys,North,6,154.2,925.1999999999999
2022-05-24,1081,Toys,South,13,458.11,5955.43
2023-10-30,1025,Toys,East,11,408.4,4492.4
2023-11-12,1053,Home,East,15,212.43,3186.4500000000003
2024-08-30,1039,Toys,South,18,37.78,680.04
2024-03-09,1065,Clothing,South,19,474.37,9013.03
2022-03-26,1067,Home,East,19,332.94,6325.86
2023-02-20,1091,Electronics,East,6,132.33,793.98
2023-11-25,1091,Clothing,North,15,271.43,4071.4500000000003
2023-04-27,1088,Home,North,14,321.33,4498.62
2023-04-01,1089,Home,North,5,121.06,605.3
2024-04-06,1046,Sports,East,11,55.83,614.13
2022-10-24,1001,Clothing,South,13,141.06,1833.78
2024-08-07,1041,Clothing,West,13,33.33,433.28999999999996
2023-11-11,1033,Clothing,North,4,44.29,177.16
2023-01-13,1093,Toys,West,9,86.73,780.57
2023-02-25,1020,Toys,South,13,87.62,1139.06
2022-04-15,1043,Electronics,East,8,131.5,1052.0
2022-11-26,1086,Electronics,North,11,469.34,5162.74
2023-03-15,1096,Electronics,East,19,292.15,5550.849999999999
2023-01-17,1001,Toys,South,1,217.03,217.03
2022-05-18,1090,Sports,North,9,286.26,2576.34
2024-07-31,1058,Electronics,South,2,12.8,25.6
2024-04-22,1085,Home,South,4,448.43,1793.72
2022-09-27,1097,Toys,North,4,270.83,1083.32
2023-01-31,1015,Sports,West,1,231.31,231.31
2024-07-01,1019,Home,North,18,471.38,8484.84
2023-04-09,1025,Home,East,14,367.9,5150.599999999999
2023-03-26,1015,Toys,West,13,175.34,2279.42
2022-01-20,1069,Clothing,North,8,468.72,3749.76
2022-08-27,1022,Sports,North,6,427.48,2564.88
2023-02-22,1041,Toys,North,17,477.72,8121.240000000001
2024-11-20,1036,Clothing,North,11,57.15,628.65
2022-07-05,1071,Toys,North,15,478.09,7171.349999999999
2022-09-10,1005,Toys,East,7,276.01,1932.07
2022-01-19,1036,Home,South,8,339.39,2715.12
2023-12-13,1021,Toys,East,11,114.0,1254.0
2022-08-11,1005,Clothing,South,2,78.8,157.6
2022-01-03,1031,Home,North,11,48.9,537.9
2024-05-03,1016,Clothing,East,14,216.93,3037.02
2022-08-16,1037,Clothing,South,13,118.46,1539.98
2024-07-01,1016,Home,South,8,50.0,400.0
2023-05-14,1036,Clothing,North,12,477.98,5735.76
2023-06-05,1022,Electronics,North,9,369.36,3324.2400000000002
2023-12-03,1048,Toys,West,10,263.75,2637.5
2024-07-05,1060,Home,West,11,374.24,4116.64
2022-10-18,1048,Home,South,11,309.61,3405.71
2024-12-12,1060,Electronics,West,16,97.24,1555.84
2023-12-16,1076,Electronics,East,18,320.38,5766.84
2024-08-05,1031,Electronics,South,9,343.7,3093.2999999999997
2023-10-10,1085,Electronics,East,3,126.36,379.08
2024-10-24,1062,Sports,West,4,166.87,667.48
2023-11-15,1006,Home,East,19,197.82,3758.58
2024-05-19,1021,Clothing,South,10,305.25,3052.5
2024-12-06,1084,Home,East,13,72.14,937.82
2022-04-04,1005,Home,South,1,374.3,374.3
2024-07-28,1060,Home,West,12,179.55,2154.6000000000004
2023-07-14,1013,Electronics,South,11,348.97,3838.67
2022-08-01,1015,Electronics,West,5,467.11,2335.55
2023-03-12,1002,Sports,North,2,436.24,872.48
2024-05-01,1008,Home,West,17,371.41,6313.97
2023-05-23,1046,Toys,South,17,104.73,1780.41
2024-04-15,1084,Sports,South,15,368.72,5530.8
2023-10-13,1093,Electronics,North,4,321.54,1286.16
2022-07-24,1093,Home,North,11,388.55,4274.05
2023-01-16,1041,Electronics,West,1,435.72,435.72
2022-03-18,1041,Clothing,East,10,162.62,1626.2
2024-03-26,1095,Electronics,East,18,325.71,5862.78
2024-02-07,1022,Electronics,North,15,144.82,2172.2999999999997
2023-02-14,1002,Sports,West,19,179.68,3413.92
2022-04-16,1000,Clothing,North,4,265.12,1060.48
2023-07-05,1066,Toys,North,6,222.74,1336.44
2024-04-05,1070,Toys,South,2,304.31,608.62
2022-03-29,1002,Toys,South,13,381.79,4963.27
2024-05-30,1099,Home,South,2,306.46,612.92
2023-06-24,1048,Toys,North,13,485.2,6307.599999999999
2022-09-02,1066,Home,West,15,371.68,5575.2
2023-08-01,1054,Electronics,East,18,492.66,8867.880000000001
2024-09-08,1003,Toys,East,11,374.29,4117.1900000000005
2023-12-18,1030,Sports,South,5,258.88,1294.4
2022-05-22,1065,Clothing,West,14,211.39,2959.46
2024-06-11,1077,Clothing,South,16,370.47,5927.52
2022-12-18,1063,Electronics,West,14,346.69,4853.66
2023-06-29,1030,Clothing,West,9,337.69,3039.21
2024-07-01,1062,Clothing,West,6,363.67,2182.02
2022-06-01,1065,Electronics,North,9,437.36,3936.2400000000002
2023-10-15,1030,Electronics,West,5,121.6,608.0
2024-08-15,1046,Electronics,North,11,286.8,3154.8
2024-02-02,1021,Sports,East,12,305.62,3667.44
2023-09-16,1073,Electronics,East,17,153.5,2609.5
2023-10-18,1093,Electronics,North,6,494.1,2964.6000000000004
2023-03-26,1096,Electronics,East,6,394.91,2369.46
2023-12-22,1082,Toys,East,15,167.42,2511.2999999999997
2022-02-12,1045,Toys,South,17,185.63,3155.71
2022-09-21,1088,Sports,North,3,361.95,1085.85
2024-10-23,1057,Sports,North,19,15.63,296.97
2023-08-19,1060,Clothing,North,2,237.38,474.76
2024-11-05,1045,Toys,South,9,178.12,1603.08
2024-12-18,1000,Sports,North,9,428.46,3856.14
2024-10-09,1095,Sports,East,7,397.73,2784.11
2022-06-26,1024,Clothing,West,16,172.73,2763.68
2022-03-04,1060,Electronics,South,6,433.75,2602.5
2024-08-15,1080,Home,South,9,457.66,4118.9400000000005
2024-09-29,1013,Clothing,North,13,280.7,3649.1
2023-07-15,1044,Home,West,2,88.03,176.06
2024-08-12,1076,Clothing,West,14,387.46,5424.44
2024-04-29,1038,Clothing,West,5,166.48,832.4
2023-08-27,1065,Electronics,East,11,268.37,2952.07
2023-08-29,1031,Sports,West,15,32.34,485.1
2024-04-09,1095,Toys,North,6,255.04,1530.24
2024-01-16,1057,Clothing,East,6,196.33,1177.98
2023-07-12,1055,Electronics,West,16,346.17,5538.72
2022-03-05,1005,Home,North,4,29.98,119.92
2024-07-30,1088,Sports,East,5,316.22,1581.1000000000001
2022-09-06,1066,Clothing,East,6,388.26,2329.56
2024-07-28,1081,Home,West,13,16.26,211.38000000000002
2022-06-06,1049,Clothing,East,14,377.48,5284.72
2024-01-05,1037,Toys,South,13,73.8,959.4
2024-09-11,1002,Toys,North,10,352.05,3520.5
2024-12-25,1004,Sports,West,17,233.09,3962.53
2023-10-24,1023,Home,North,18,280.48,5048.64
2024-11-09,1053,Toys,North,7,175.3,1227.1000000000001
2022-02-02,1033,Electronics,South,4,130.28,521.12
2023-07-12,1038,Sports,East,16,44.81,716.96
2022-03-14,1087,Clothing,South,10,433.7,4337.0
2024-04-04,1099,Home,South,19,309.11,5873.09
2024-12-14,1091,Home,East,3,491.57,1474.71
2022-03-02,1047,Electronics,West,19,426.72,8107.68
2022-09-29,1048,Toys,North,13,436.12,5669.56
2022-09-03,1033,Home,West,8,302.95,2423.6
2023-09-20,1079,Electronics,West,18,49.66,893.8799999999999
2023-12-06,1099,Electronics,South,19,457.56,8693.64
2023-10-24,1006,Clothing,East,18,67.76,1219.68
2022-11-06,1017,Electronics,East,19,263.4,5004.599999999999
2023-05-10,1069,Sports,North,4,429.86,1719.44
2022-12-04,1091,Home,East,13,241.48,3139.24
2023-08-02,1033,Sports,West,12,91.18,1094.16
2022-01-10,1050,Electronics,East,15,192.87,2893.05
2022-02-18,1092,Electronics,East,15,494.31,7414.65
2023-09-15,1067,Sports,West,10,499.88,4998.8
2024-01-01,1013,Clothing,North,19,358.31,6807.89
2024-03-05,1068,Electronics,North,8,445.12,3560.96
2024-08-28,1088,Sports,West,19,31.66,601.54
2022-05-13,1007,Sports,East,9,145.23,1307.07
2022-03-24,1014,Home,East,7,190.79,1335.53
2022-02-26,1082,Clothing,North,8,15.88,127.04
2023-01-11,1058,Toys,North,9,194.71,1752.39
2022-12-15,1010,Sports,North,17,55.59,945.0300000000001
2022-09-28,1019,Home,South,15,263.53,3952.95
2022-04-21,1054,Toys,North,16,12.17,194.72
2024-05-18,1035,Home,East,7,142.52,997.6400000000001
2024-06-05,1081,Home,North,10,434.48,4344.8
2022-03-17,1013,Clothing,East,19,114.4,2173.6
2022-11-25,1057,Electronics,East,6,41.77,250.62
2022-05-02,1037,Clothing,East,12,132.37,1588.44
2022-02-10,1088,Toys,North,15,415.5,6232.5
2024-07-10,1079,Clothing,North,10,297.72,2977.2000000000003
2023-10-04,1081,Electronics,West,18,297.18,5349.24
2024-11-12,1000,Clothing,North,4,10.28,41.12
2022-10-06,1064,Clothing,North,11,241.35,2654.85
2024-02-02,1000,Clothing,North,5,140.15,700.75
2023-04-14,1084,Sports,South,13,174.74,2271.62
2022-01-09,1059,Sports,North,10,303.36,3033.6000000000004
2022-01-13,1024,Clothing,South,7,438.43,3069.01
2024-07-12,1090,Electronics,East,11,99.01,1089.1100000000001
2024-07-11,1009,Electronics,East,4,386.43,1545.72
2024-12-11,1049,Electronics,East,4,33.96,135.84
2024-12-10,1011,Electronics,East,5,170.1,850.5
2023-10-15,1091,Home,South,9,117.27,1055.43
2023-09-13,1031,Clothing,South,1,458.64,458.64
2022-07-15,1032,Clothing,East,16,97.22,1555.52
2023-02-21,1071,Home,North,5,293.53,1467.6499999999999
2023-10-26,1025,Electronics,East,5,90.74,453.7
2022-05-28,1041,Toys,East,7,242.01,1694.07
2024-09-27,1049,Toys,South,8,212.57,1700.56
2022-12-30,1060,Home,East,19,30.27,575.13
2023-02-06,1040,Toys,South,1,414.68,414.68
2023-08-29,1056,Sports,West,18,392.26,7060.68
2022-08-17,1001,Clothing,South,11,146.15,1607.65
2023-06-21,1098,Toys,East,16,310.86,4973.76
2022-09-25,1097,Sports,North,11,187.71,2064.81
2024-10-31,1069,Clothing,South,9,386.92,3482.28
2022-05-06,1030,Sports,South,7,349.32,2445.24
2022-11-02,1022,Clothing,South,15,54.33,814.9499999999999
2023-09-20,1075,Clothing,East,11,423.65,4660.15
2023-11-20,1053,Toys,East,19,97.92,1860.48
2024-11-03,1027,Home,South,7,95.31,667.1700000000001
2022-10-08,1078,Toys,North,16,369.54,5912.64
2023-03-19,1018,Electronics,East,3,99.79,299.37
2024-04-16,1075,Sports,North,16,69.97,1119.52
2023-01-24,1047,Electronics,West,8,174.44,1395.52
2023-09-09,1001,Clothing,North,10,420.97,4209.700000000001
2022-05-27,1010,Toys,East,9,96.64,869.76
2023-06-05,1043,Electronics,South,3,176.15,528.45
2023-09-22,1058,Electronics,West,7,150.26,1051.82
2023-03-10,1058,Electronics,North,8,184.47,1475.76
2022-05-24,1037,Clothing,South,3,359.99,1079.97
2022-10-16,1024,Clothing,West,16,208.68,3338.88
2022-01-14,1020,Clothing,North,14,382.19,5350.66
2022-09-14,1041,Electronics,South,7,323.8,2266.6
2024-05-07,1035,Sports,West,4,186.94,747.76
2024-07-31,1008,Toys,East,6,221.8,1330.8000000000002
2023-04-09,1011,Toys,North,7,354.78,2483.46
2022-09-27,1009,Clothing,North,12,272.03,3264.3599999999997
2023-09-15,1058,Electronics,West,7,435.49,3048.4300000000003
2022-03-13,1004,Sports,North,1,467.26,467.26
2022-03-15,1032,Home,South,18,361.68,6510.24
2022-12-21,1068,Clothing,North,11,494.71,5441.8099999999995
2023-05-12,1079,Home,North,11,302.3,3325.3
2024-09-14,1062,Toys,South,17,29.52,501.84
2023-08-03,1028,Toys,South,12,257.38,3088.56
2024-06-28,1017,Sports,East,19,122.7,2331.3
2023-01-08,1092,Sports,South,18,173.52,3123.36
2022-12-28,1005,Home,North,13,250.13,3251.69
2022-04-03,1052,Toys,West,10,154.57,1545.6999999999998
2022-11-20,1081,Sports,North,19,161.71,3072.4900000000002
2023-01-19,1031,Sports,East,4,206.99,827.96
2023-07-29,1041,Toys,West,15,150.36,2255.4
2024-01-06,1046,Toys,East,18,93.06,1675.08
2024-01-07,1030,Electronics,North,1,385.12,385.12
2022-12-12,1061,Sports,South,19,203.65,3869.35
2023-12-20,1055,Home,West,2,417.56,835.12
2024-02-20,1010,Clothing,North,10,442.53,4425.299999999999
2024-10-16,1025,Clothing,West,18,377.97,6803.460000000001
2023-10-26,1091,Toys,East,4,204.37,817.48
2023-08-23,1026,Home,North,10,363.45,3634.5
2022-01-11,1082,Electronics,West,4,86.06,344.24
2022-07-06,1056,Sports,North,18,333.95,6011.099999999999
2023-12-27,1026,Electronics,North,4,208.96,835.84
2024-11-04,1058,Home,East,15,331.27,4969.049999999999
2024-02-17,1061,Electronics,East,18,379.85,6837.3
2023-02-15,1019,Toys,East,9,285.72,2571.4800000000005
2024-08-13,1002,Clothing,South,17,324.81,5521.77
2023-08-08,1015,Toys,West,3,114.63,343.89
2024-12-11,1043,Sports,East,13,300.42,3905.46
2024-11-17,1092,Toys,South,7,235.63,1649.4099999999999
2023-07-31,1078,Home,South,14,219.75,3076.5
2024-11-06,1029,Home,West,6,211.05,1266.3000000000002
2024-09-15,1039,Sports,West,14,162.35,2272.9
2024-01-13,1064,Sports,East,14,159.61,2234.54
2022-07-23,1028,Clothing,South,14,352.86,4940.04
2024-12-12,1029,Electronics,West,18,283.32,5099.76
2024-08-31,1031,Clothing,West,9,24.68,222.12
2024-07-28,1009,Toys,West,12,33.78,405.36
2024-12-13,1090,Electronics,West,14,289.36,4051.04
2024-11-20,1050,Sports,South,16,424.68,6794.88
2024-12-17,1007,Home,North,2,31.55,63.1
2022-04-15,1050,Toys,West,16,258.53,4136.48
2022-09-10,1035,Clothing,South,18,427.06,7687.08
2022-10-22,1054,Sports,West,9,12.18,109.62
2023-10-30,1034,Electronics,South,8,145.14,1161.12
2023-07-03,1035,Electronics,East,1,460.76,460.76
2023-09-23,1055,Home,North,5,49.92,249.60000000000002
2024-12-26,1035,Sports,South,7,307.43,2152.01
2022-10-26,1088,Sports,South,10,258.62,2586.2
2022-04-11,1083,Toys,South,11,84.32,927.52
2024-12-15,1060,Toys,West,12,30.82,369.84000000000003
2022-11-28,1061,Electronics,East,1,256.27,256.27
2024-04-15,1080,Clothing,West,6,370.21,2221.2599999999998
2023-01-28,1086,Electronics,East,4,96.85,387.4
2024-05-23,1024,Toys,North,3,348.75,1046.25
2023-01-16,1063,Toys,West,4,277.73,1110.92
2022-04-02,1059,Toys,South,6,185.34,1112.04
2023-03-23,1056,Electronics,North,5,335.57,1677.85
2022-04-19,1094,Sports,West,9,104.07,936.6299999999999
2022-11-13,1069,Clothing,East,4,233.9,935.6
2023-03-18,1098,Clothing,West,14,279.16,3908.2400000000002
2022-08-06,1051,Toys,West,15,234.76,3521.3999999999996
2023-11-04,1055,Home,South,4,204.78,819.12
2022-10-05,1062,Electronics,South,14,373.05,5222.7
2024-10-05,1067,Sports,North,10,331.49,3314.9
2023-07-23,1019,Toys,South,7,323.34,2263.3799999999997
2024-10-06,1053,Home,West,18,446.98,8045.64
2024-05-24,1000,Toys,West,15,496.82,7452.3
2023-04-11,1089,Home,East,8,287.93,2303.44
2024-04-18,1097,Clothing,West,9,180.65,1625.8500000000001
2024-01-24,1009,Home,North,5,391.65,1958.25
2024-04-17,1022,Clothing,North,6,79.63,477.78
2022-01-30,1050,Clothing,South,12,261.33,3135.96
2022-12-25,1023,Electronics,East,7,267.01,1869.07
2022-03-27,1012,Home,West,7,491.9,3443.2999999999997
2024-01-17,1028,Sports,South,15,495.59,7433.849999999999
2022-11-09,1057,Sports,West,19,401.61,7630.59
2022-12-31,1090,Home,North,13,241.78,3143.14
2024-06-23,1094,Electronics,North,18,278.14,5006.5199999999995
2023-11-29,1042,Sports,East,10,166.67,1666.6999999999998
2022-05-11,1009,Toys,West,8,416.62,3332.96
2024-03-13,1030,Sports,West,11,375.81,4133.91
2024-02-28,1073,Electronics,North,8,388.0,3104.0
2022-12-17,1087,Clothing,East,8,77.95,623.6
2022-06-29,1096,Clothing,South,15,205.33,3079.9500000000003
2024-02-13,1013,Clothing,East,2,273.3,546.6
2023-05-25,1098,Electronics,South,13,71.08,924.04
2022-12-31,1033,Clothing,South,18,190.63,3431.34
2024-09-07,1016,Clothing,North,12,52.84,634.08
2022-12-19,1020,Electronics,South,8,479.83,3838.64
2024-03-10,1095,Toys,West,17,378.12,6428.04
2023-02-16,1066,Sports,North,6,314.17,1885.02
2024-01-05,1057,Electronics,East,16,110.38,1766.08
2024-09-07,1078,Electronics,East,14,173.72,2432.08
2022-04-28,1007,Home,South,10,80.8,808.0
2023-04-27,1095,Clothing,West,2,272.7,545.4
2022-07-11,1037,Toys,East,13,412.05,5356.650000000001
2023-08-14,1025,Home,South,1,19.33,19.33
2023-08-13,1063,Toys,East,18,60.62,1091.1599999999999
2023-10-21,1029,Clothing,West,14,122.38,1713.32
2022-04-17,1008,Clothing,South,3,359.89,1079.67
2023-01-17,1031,Clothing,West,15,448.05,6720.75
2024-02-22,1010,Sports,South,9,378.98,3410.82
2023-01-25,1085,Toys,West,13,267.22,3473.8600000000006
2022-09-01,1033,Toys,East,5,61.51,307.55
2023-08-08,1017,Home,East,5,379.91,1899.5500000000002
2024-05-18,1018,Electronics,West,2,61.76,123.52
2023-04-13,1053,Clothing,East,1,180.37,180.37
2024-05-15,1081,Clothing,East,17,160.92,2735.64
2024-07-22,1036,Home,South,19,186.02,3534.38
2023-08-27,1081,Toys,West,17,171.47,2914.99
2024-10-11,1011,Sports,South,9,386.9,3482.1
2024-05-09,1003,Toys,East,10,94.14,941.4
2022-01-13,1042,Sports,East,15,424.46,6366.9
2022-10-26,1026,Sports,North,13,430.55,5597.150000000001
2024-12-10,1050,Toys,West,17,250.55,4259.35
2024-02-26,1004,Clothing,West,7,62.01,434.07
2022-05-29,1005,Sports,South,4,291.95,1167.8
2022-05-02,1076,Home,West,3,412.26,1236.78
2023-06-22,1086,Home,South,1,151.84,151.84
2023-01-11,1055,Sports,East,7,420.5,2943.5
2022-03-23,1088,Clothing,North,5,341.69,1708.45
2023-05-07,1067,Sports,East,17,493.75,8393.75
2022-12-22,1095,Home,South,17,414.11,7039.87
2024-07-13,1043,Home,South,15,108.74,1631.1
2024-12-03,1014,Toys,North,3,230.01,690.03
2024-10-01,1089,Clothing,East,3,60.72,182.16
2022-05-03,1041,Toys,West,2,44.14,88.28
2023-12-09,1010,Electronics,North,8,355.97,2847.76
2022-11-26,1072,Sports,West,13,457.34,5945.42
2024-09-17,1010,Toys,East,6,487.05,2922.3
2022-11-19,1065,Clothing,North,5,142.53,712.65
2024-02-09,1026,Sports,East,13,108.87,1415.31
2023-03-09,1057,Sports,East,1,284.51,284.51
2023-12-11,1089,Sports,West,18,108.42,1951.56
2024-03-04,1071,Sports,West,7,154.99,1084.93
2023-12-13,1020,Sports,West,17,420.24,7144.08
2023-06-23,1020,Clothing,East,8,407.13,3257.04
2023-08-24,1071,Electronics,South,19,448.59,8523.21
2022-09-14,1000,Home,East,16,246.3,3940.8
2024-05-20,1057,Electronics,South,14,286.4,4009.5999999999995
2024-06-17,1012,Home,North,10,387.59,3875.8999999999996
2024-03-19,1072,Toys,West,2,127.24,254.48
2023-11-08,1091,Sports,West,16,413.32,6613.12
2022-09-28,1005,Toys,East,13,18.6,241.8
2023-07-04,1086,Toys,South,5,400.85,2004.25
2023-07-22,1099,Home,North,18,390.19,7023.42
2024-09-12,1057,Clothing,East,11,157.87,1736.5700000000002
2022-12-25,1016,Sports,North,5,366.68,1833.4
2024-03-08,1072,Toys,South,13,114.86,1493.18
2024-06-05,1011,Electronics,West,1,292.35,292.35
2022-07-30,1085,Sports,West,6,353.29,2119.7400000000002
2022-10-14,1051,Clothing,South,11,360.2,3962.2
2024-01-13,1075,Sports,West,10,491.64,4916.4
2024-11-12,1069,Toys,East,1,99.18,99.18
2022-10-23,1072,Electronics,South,16,245.59,3929.44
2022-01-06,1051,Toys,West,13,441.25,5736.25
2023-07-04,1036,Clothing,South,16,285.14,4562.24
2023-11-12,1002,Home,North,15,439.43,6591.45
2024-03-05,1097,Electronics,East,7,222.69,1558.83
2022-07-22,1007,Clothing,East,14,399.72,5596.08
2022-11-21,1009,Clothing,East,11,436.32,4799.5199999999995
2024-04-04,1046,Toys,West,13,424.76,5521.88
2022-09-01,1040,Toys,North,5,436.97,2184.8500000000004
2022-11-23,1063,Toys,West,18,117.58,2116.44
2024-09-13,1041,Home,West,3,225.1,675.3
2024-12-06,1042,Sports,South,12,95.54,1146.48
2024-01-31,1008,Sports,East,7,98.47,689.29
2024-11-02,1013,Toys,West,15,249.04,3735.6
2024-06-25,1090,Toys,East,1,480.44,480.44
2022-12-31,1095,Home,North,19,300.04,5700.76
2022-03-14,1003,Sports,North,10,428.38,4283.8
2024-12-05,1001,Home,East,14,469.22,6569.08
2022-10-01,1096,Clothing,East,15,52.42,786.3000000000001
2022-07-27,1084,Sports,North,2,89.41,178.82
2022-05-04,1000,Toys,North,17,152.51,2592.67
2024-10-30,1074,Electronics,West,10,312.22,3122.2000000000003
2023-06-27,1064,Clothing,North,5,40.25,201.25
2022-03-01,1045,Electronics,West,6,395.46,2372.7599999999998
2024-06-17,1058,Home,North,6,41.26,247.56
2024-06-04,1074,Home,West,6,87.63,525.78
2024-02-21,1006,Home,South,14,197.04,2758.56
2023-03-18,1065,Toys,South,13,283.28,3682.6399999999994
2024-06-29,1014,Home,West,13,441.94,5745.22
2024-10-22,1071,Electronics,East,10,482.23,4822.3
2024-04-11,1046,Clothing,South,16,443.47,7095.52
2024-10-04,1089,Toys,North,7,62.45,437.15000000000003
2023-09-18,1039,Clothing,East,3,319.3,957.9000000000001
2024-09-24,1041,Home,North,15,226.44,3396.6
2024-01-04,1050,Sports,South,5,71.64,358.2
2022-04-01,1034,Toys,North,8,282.01,2256.08
2022-06-16,1040,Home,West,5,184.76,923.8
2024-08-16,1084,Toys,East,2,179.44,358.88
2022-07-26,1056,Sports,South,19,56.28,1069.32
2024-12-24,1037,Electronics,East,11,489.64,5386.04
2023-05-31,1071,Electronics,West,11,365.72,4022.92
2024-01-17,1095,Electronics,South,3,147.36,442.08000000000004
2022-11-02,1007,Sports,North,13,459.56,5974.28
